,Title,Question,Answer
12,코로나확진일때 생리하면 어떻게하나요..,내일 코로나 검사받으러 가는데 확진되면 못나가잖아요.. 그때 생리하면 어떻게요..?,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다생리여부와 상관없이 국가지정 병원에 입원을 해야하합니다
13,코로나 증상이 어떤 것 들이 있을까요?,"무기력증이라던지.. 두통, 근육통 정말 다양한데명확한 증상을 확인하기가 어렵네요...전문가분들의 답변을 기다리겠습니다","안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.발열, 권태감, 기침, 호흡곤란 및 폐렴 등 경증에서 중증까지 다양한 호흡기감염증이 나타남. 그 외 가래, 인후통, 두통, 객혈과 오심, 설사 등도 나타남니다  증상만으로 코로나를 구별할 수 없습니다"
14,코가간지러워서 재채기가나요,전에도 이런적 있었는데 원인이 뭘까요? 알레르기성인건 알겠는데 딱히 알레르기 있는게 없어서,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.잠깐 그러다가 말수도 있지만 계속되면 알러지 비염일 가능성이 높아요  없다가 생길수도 있습니다
15,더위를 먹었습니다. 도와주세요,밖에서 빈속에 마스크를 쓴채로 돌아다녔는데요 더워서 아메리카노를 먹어도 약한 빈혈증세가 있는거 같더라구요 제생각에는 마스크를 써서 우리가 입김의 열기가 이마로 가서 오히려 더위가 심해진거 같은 기분이 듭니다. 지금은 집에서 쉬면서 물을 많이 먹고 있어요 약국에서 피로회복약 먹구 있습니다. 그리고몸이 느슨해진 느낌이며 식욕이 없더라구요 한숨 자고 나면 좋아질련지 고민이네요,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.충분한 수분과 전해질 섭취와  휴식이 필요합니다 일단 자고 일어나시면 괜찮아질것 같긴 합니다​
16,오른쪽 가슴 및 겨드랑이 통증,"최근부터 가슴에 통증이 자주 있었는데 마침 팔굽혀펴기를 하던 중이라 근육통 같은 걸로 가볍게 넘겼는데 강도가 심해져요. 어제 자다가 너무 아파서 깼는데 뒤척이거나, 눕거나, 일어날 때 가슴을 누가 비틀어 쥐어 짜는 것 같아요. 2번 부분이 너무 아파서 저기가 문제인 줄 알았는데 방금 샤워하면서 보니까 1번 부분이 전체적으로 부어서 볼록 튀어나와있어요. 겉으로 만져도 약간 딴딴하게 부어 있어요. 유방암일까요? 아니면 근육통이거나 담일까요. 혹시 부유방일까요? 너무 아픈데 원인이 무엇일까요?",안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.진료를 받아보시는 것이 좋을것으로 생각되는 통증이네요심장에는 문제가 없는지 검사를해보고 이상없으면 흉벽증후군일 가능성이 높아요유방도 진료 받아보시는것이 좋겠네요
17,배꼽을팠는데..큰일 났어요...,제가 배꼽이 너무 더러워보여서 배꼽을 팠는데요...다 파고 나서 보니까 엄청 빨래져 있구....안쪽에는 엄청빨갛게 음...상처??같은게 생겼더라구요....그리고 짓물같은것도 나오구...시원하기는 한데...아파요...저 어떻하죠...?ㅠ,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.너무 파서 상처가 생긴것 같습니다 소독하고 항생제 연고 발라주시고 손대지 마세요심해지면 항생제 복용이 필요할 수 있습니다
18,과격한 운동후 어지러움과 이명..,평소에 런닝머신 1시간 정도 매일 하랴고 시작한지 1달 정도 됐습니다. 전혀 문제가 없었는데 오늘 5분정도 유튜브로 홈트레이닝 영상 보면서 따라하는데 갑자기 심장이 쿵쿵 뛰고 어지럽고 오른쪽 귀가 잘 안들렸어요. 왜이러는 건가요?,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.홈트레이닝 이 너무 힘들거나 그래서 그럴수도있고   부정맥이 생겨서 그럴수도있습니다이제 귀는 잘들리나요? 너무 무리하게 하시면 안되요
19,엄지발톱이 상자에 찧여서 발톱이 들렸습니다.,발톱이 상자에 찧여서 들렸습니다.병원도 다녀와서 약도먹고 물도 묻히지 말라고해서 일주일정도 물도 피하고앞으로 자라나면서 가라앉는다 하는데발톱이 정상으로 돌아올려면 얼마나 걸릴까요..?,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.발톱무좀이 원래있었거나 생기는 것 같습니다   정상으로 되려면 한동안 시간이 필요할것 같습니다
20,36.9도 열 나는 건가요?겨드랑이에 재는 전자체온계 이용했습니다.,NA,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.열없습니다   자주 측정해보세요 변하기도 하니깐요
21,코로나 백신 내년에 만들어 진다는 소리도 있는데 ㅡㅠㅠ 저는 내년에 고등학생이 되는데 걱정 되네요 ㅠ,NA,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.아직  아무도 모르지만  연말에  미국에서는 출시된다는 보도가 있으니 희망을 가지고 기다려 보시면 어떨까요?
22,길고양이 발톱에 찍혔어요저랑 너무 친한 고양인데 캣닢 냄새에 흥분해서 발톱이 제 살에 걸렷는데 안빠져서 3초 걸려 있었어요 원래 항상 긁히기만 했는데 항상 괜찮았거든요 소독 바로 했는데 괜찮을까요 ? 이렇게 심하게 박힌적은 없어서 ㅠㅠ,NA,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.파상풍 주사를 최근 십년안에 맞지 않았다면 접종하시고  염증생기지 않도록  상처소독하고 항생제 몇일 드시는 것이 좋겠습니다
23,감기몸살 코로나,"어제 먹은 빵이 상했는지 밤에 토를 엄청 했어요. 따뜻한 물 마시고 자고 일어나니 열이 나고 감기몸살 증상이 있어서 판콜이랑 타이레놀 복용하고 자고를 반복했더니 지금은 괜찮아졌는데 갈비뼈, 허리, 목이 조금 쑤시고 아픈데 코로나 아니겠지요...?",안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.많이 힘드셨겠네요 설사가 나면 장염일 가능성이 높습니다코로나는 아닌듯합니다  열이오르면  검사를 고려할 수도 있습니다
24,듀오덤 붙이기,제가 다쳐서 병원 통원 치료를 하는데 병원을 내일 모레까지 가지못하게 되어서 선생님이 듀오덤을 붙이라 하셨습니다. 그래서 붙였는데 무릎이라 공기가 안으로 들어갔는데 상관이 없을까요?그리고 팔궆치 부분은 거즈가 상처에 붙어서 때려고하니깐 너무 아프길래 그 위에 그냥 붙였습니다.,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.큰문제는 없을것으로 생각합니다  다음에 갈아 붙일경우는  팔꿈치 거즈는 땔수 있으면 때시는것이 좋겠습니다빨리회복하세요
25,대변이 안나와요,안녕하세요 매일 똥을 잘 싸고 3분안에 쾌변하는 사람이였어요 근데 지금은 똥이 안마려워요 다이어트50일째 8키로 뺏어요 그렇다고 굶은건 아니고 적당량씩 같은시간에 먹구요 물2리터이상씩 운동1시간30분이상씩 꾸준히 하고 유산균 요구르트도 마시고 식이섬유도 먹습니다 근데 평균적으로 변을 일주일 기준으로 싸는것같아요 그렇다고 똥이 딱딱하지도 않고 부드럽게 쾌변합니다 똥 못 싸서 배아픈통증도 없어요 변비약을 먹어야하나요? 어떻게 해야할까요???,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.다이어트를 하면서 드시는 음식의 양이 줄어서 그런것 같습니다 식이섬유 채소의 섭취량을 조금 늘려주세요  변비약은 드실필요없을듯 하고  하루 한번  배변이 이상적입니다
26,갑상선에 문제있는 건가요,"저 아직 많이 어려요. 학생인데 벌써 갑상선에 문제가 생길리는 없죠? 목 왼쪽이라고 해야하나 그 쪽이 멍이 든 것처럼 아픈데 아프다기 보다는 느낌이 이상하다고 해야하나? 막 손 베여서 아프고 배아프고 이런거랑은 좀 달라요. 계속 아픈건 아니고요 가끔이라고 해야하나 특정한 상황에만 그러는거 같은데 그 '특정한 상황' 이 뭔지는 모르겠네요. 글구 아픔의 정도가 정말 연해요. 그냥 연하다는 표현이 어울리네요. 오늘 낮~저녁 사이에 발생한걸로 추정되고, 확실히 오늘부텁니다. 부모님께 말씀드리니까 혹시 갑상선... 이라고 하시고 말 끝을 흐리시더라고요. 걱정되서 그런건지 아닌거 같아서 그러신건지는 모르겠네요. 무엇보다 어린 제가 판단한 것이 아닌 어른인 부모님께서 그러신걸 의식하니 무섭더라고요.수정- 2020 08.27오늘은 또 안아프네요. 근데 이번엔 목 반대쪽(오른쪽)이 아프네요ㅋㅋ 오늘은 왼 쪽은 딱히 안 그렇네요...",안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.걱정안하셔도 될것 같습니다 자꾸 반복해서 불편하시면   진료 받아보시는것이 좋겠습니다
27,살이 너무너무 심하게 안쪄서 고민이에요그렇다고 거식증이나 이런 병을 걸린건 아니구요유전적으로 큰키에 마른 체형을 물려받아서인지 다른사람들은 먹은거 만큼 쪄도 저는 오히려 꾸역꾸역 먹었는데도 찌질 않아요그래서 가슴도 작고 차라리 통통한 몸매에서 다이어트 하는게 낫지 않나 라는 생각을 자주 하게 되구요살 찌려면 어떻게 해야되나요광고나 관련없는 댓글은 삭제 할게요 ㅠ정말 인생에 있어서 저에게는 중요한 고민이라서 진지하게 답변 부탁드릴게요,NA,"안녕하세요. 하이닥-네이버 지식iN 상담의 박제선 입니다.​일단 대사적으로 문제가 있는지 검사를 해보셔야 될 것 같다는 생각이 듭니다. 대표적으로는 갑상선 항진증인지를 피검사로 알 수가 있으며, 그외 살을 찌는 데 방해되는 요인이 있는지 체크를 해보셔야 됩니다.​의학적문제가 없이 체질적으로 살이 잘 안찌는 분들이라면, 올리브유를 많이 드시는 방법을 권유드립니다^^ 건강하게 살이 찌실 수가 있습니다. 천천히 용량을 올리셔야 합니다. 위장이 익숙치 않아서 설사가 날 수 있습니다."
28,"어릴때부터 아토피가 있었는데 지금은 20살입니다. 어릴때는 살이 접히는 부분만 그랬는데 지금은 배,허리, 등 전체적으로 있어요ㅠㅠ 약은 심할 때","어릴때부터 아토피가 있었는데 지금은 20살입니다. 어릴때는 살이 접히는 부분만 그랬는데 지금은 배,허리, 등 전체적으로 있어요ㅠㅠ 약은 심할 때만 먹는데 요즘은 더 심해져서요..동네병원 계속다니는데 큰 병원 가야하는 걸까요..?",안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.많이 힘드시죠?  보통은 대증치료를 합니다 대증치료는 증상을 좋아지게 하지만  치료를 중단하면 원래대로 돌아갈 가능성이 높아요  음식조절과 장기능 회복을 위한 치료도 병행하시면 좋겠습니다대학병원에 가보셔도 됩니다기능의학적인 접근도 고려해보시는것이 좋습니다
29,갑자기 살 빠짐,고1 여자입니다 162cm 인데 원래 52키로 였는데 최근들어 몸무계가 빠르게 빠지기 시작하더니 44키로가 되었습니다 밥도 잘 먹고 운동도 규칙적으로 하는데 왜 그럴까요??,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.급격한 체중감소  6개월동안 10% 이상의 감량이 있으면 몸에 이상은 없는지 검사를 받아보셔야 합니다
30,환자질문드립니다,환자가 지금 당뇨병 고혈압 등 여러 병을 앓고있어서 많은 약을 복용하고 있고 인슐린도 맞고 있습니다.최근 밖은 더운데 하반신이 춥다고 하고 항문을 힘을 못 주고 있는지 서 있다가 바지에 대변을 봅니다.죽음이 점점 다가오고 있다는 뜻 인가요? 스트레스도 엄청 많이 받고있어서 어떻게 해줘야할지 모르겠네요,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.배변조절이 안되는 이유가 무엇일까요?  상태는 좋아보이지는 않습니다   병원에서는 머라고 하는가요?스트레스를 경감시켜주는 약을 좀 드시는것도 고려해볼수 있고하지로 혈액공급이 잘안될수 있으니 따뜻하게 입고 양말도 신고 하셔야 합니다
31,발가락 앞부분이 건조하고 살이 뜯어져요,처음엔 조금 딱딱해지는 부분이 있어서 손으로 잡고 뜯었는데 부위가 넓어지고 꽤 살점이 많이 뜯어져서 옆에서 보면 파인부분이 보일정도에요 피부병인가요??,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.발무좀과 발톱무좀이 의심되니 치료받으시면 좋아질것으로 생각합니다
32,저탄고지 식단 피검사 콜레스테롤 수치,"저탄고지를 시작하고 3달후 피검사를 했습니다.만37세 남자이며, 저탄고지 식단 시작후 12키로정도 감량하였습니다.저탄고지 시작전에 콜레스테롤 약을 2년정도 복용하였으며,약을 꾸준히 먹으니 콜레스테롤 수치는 떨어졌습니다.다니던 병원에서 약을 줄여보자며 오메가3를 처방받아 2달복용한후, 피검사를 받았습니다.그러는 와중에 저탄고지를 시작하여, 꾸준히 식단을 지켜오면서운동까지 병행하여 12키로 감량후 다시 내원하여 피검사를 받았습니다.저탄고지시작후 피검사받은 내용을 보니중성지방수치는 400 => 100대로 줄어들었습니다.염증소견이있던 부분은 모두 정상으로 돌아왔습니다.하지만....ldl 수치가 정상범위보다 너무 높다며, 고지혈증약을 꼭 다시먹어야한다고합니다.키토식을 하면 콜레스테롤 수치가 높아질수 있다고 하더군요.당장 키토식을 끊고 원래 식사로 돌아오지 않는다면 심장질환이 당장 올수있다더라구요.제가 궁금한건 왜 다른 수치는 다 정상으로 돌아왔는데,키토식을 끊고 고지혈증약을 먹으라는지 의문입니다.검사표 첨부합니다.(저탄고지에 관해 저명하신 내과 선생님 있으시면 추천좀 부탁드립니다. )근육통등 부작용이있어 고지혈증약을 끊으려 하고 절대복용하고 싶지않고,키토식으로 건강과 체력을 찾았는데단지 콜레스테롤 수치때문에 식단을 원래대로 되돌리고싶진 않습니다.그럼 아시는분 있으시면 답변 부탁드립니다.",안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.콜레스테롤수치가 너무 높긴합니다  수치를 보면 약을 복용하셔야 하는 수치이고 너무 높아서 유전적인 성향이 있지는 않은지 의심됩니다 저탄고지를 하면  large LDL은 많아지고  small dense LDL이 줄어드니  단순 수치만 비교하면 안된다는 의견도 있습니다  apoB검사를 받아보시고약 드시기 이전 콜레스테롤 검사와 지금을 비교해보셔야합니다저탄고지에서  고지를 하실때  동물성 지방보다는 식물성 지방에  촛점을 맞추시는 것이 좋고 양질의 지방을 섭취하셔야합니다
33,발톱흑색종.. 우측 새끼발톱이 까매요ㅜㅜ 오래된편이긴 한데ㅡ 한센협회 병원에서는 확실한 답 없이 연고만 주셨는데ㅜㅜ 발톱이 왜이럴까요ㅜㅜ,발톱흑색종..우측 새끼발톱이 까매요ㅜㅜ오래된편이긴 한데ㅡ한센협회 병원에서는 확실한 답 없이연고만 주셨는데ㅜㅜ발톱이 왜이럴까요ㅜㅜ,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.발톱무좀이 아닌가싶습니다 눈으로만 보는 것은 부정확해서 피부과에서 정확한 진단 받아보시는것이 좋겠습니다
34,손톱 까시래기 뜯고나서 부었어요 ㅠㅜ,손톱 까시래기 뜯고나서 부었어요 ㅠㅜ손톱에 까시래기가 나서 뜯었는데 다음날인가 조금씩 아프더라고요.그러더니 좀 부어있는데 우짜나요?생인손??? 이라던데. 세균이 들어가서 부은거라고.이거 우짜나요?,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.고름이 잡히지 않았으면 진료받고 항생제 투여를 받아야하고 고름이 잡혔으면  절개배농 받으셔야 합니다​
35,"황달, 간수치 상긍","저희 아버지가 속이 안좋아서 병원에 가서 피검사를 하셨는데 간수치랑, 황달수치 , 당수치가 올랐습니다. 계속 인터넷을 찾아보니 췌장암이 의심 되는데 아니겠죠...?",안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.검사 결과를 올려주셨으면좋았을걸요병원에서는 머라고 하나요?  추가 검사가 필요할것으로 생각됩니다
36,20대 중반 남성 유두 멍울 질문,"안녕하세요현재 27살 남성인데요제가 평소에도 운동을 자주 하고, 최근에는 중량운동을 하고 있는데요.3주전부터 갑자기 옷을 입을때 통증이 느껴져 유두를 눌러보니 단단한 멍울이 생긴 느낌을 받았습니다.여태껏 이런 증상이 없었고 겉보기에도 아무렇지 않아 여유증은 아닌 것 같습니다. (어릴 때도 마른편이어서 더욱 아니라고 생각이 듭니다)현재 3주 전보다는 더 통증이 사라졌는데, 멍울은 여전히 느껴집니다.생활 패턴중 바뀐건 유청 단백질 섭취와 중량운동인데, 왜 이런 증상이 생겼는지 궁금합니다.",안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.진찰이 필요한 부분이라고 생각합니다   외과 진료를 받아보시는것이 좋겠습니다
37,낮이나 저녁에는 체온이 높으면 37.7도로 올라가는데 두통같은 증세는 없고 그냥 덥다고만 느껴지는 정도이고 새벽이나 아침에 시원하다고 느낄때 3,"낮이나 저녁에는 체온이 높으면 37.7도로 올라가는데 두통같은 증세는 없고 그냥 덥다고만 느껴지는 정도이고 새벽이나 아침에 시원하다고 느낄때 36.8~37.1 정도를 왔다갔다하는데 그냥 제 기초체온이 높아서 이러는걸까요? 아니면 코로나일까요ㅠㅠ 체온변화가 큽니다,,",안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.코로나는 아닌것 같습니다코로나는 증상만으로 알수가 없습니다 요즘 무증상환자도 늘고있어 걱정입니다  의심되면 검사를 받아보시는것이 좋겠습니다​
38,갑자가 몸에 열이나는데요 혹시 한의원 가서 침 맞으면 좋아지나요,NA,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.코로나검사를 받아보시는것을 고려 하셔야합니다
39,발톱무좀 붓기 상태,"발톱무좀이 있는데 요즘 취업하고 3일?정도 구두 신고 다녔더니 엄청 아프더라구요 그리고 사진처럼 부었어요. 걸어다니기도 너무 아파서 힘들고..어떤 상태로 보이나요? 퇴근하고 보니까 짓물?도 나오더라구요병원 갈 시간은 없습니다. 상태가 어떤건지, 좀 완화시킬 방법 좀 알려주세요.구두 신고 이렇게 돼서 지금은 캔버스화같은 운동화 신고 다녀요",안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.많이 아프시겠네요   구두처럼 꼭끼는 신발을 피하셔야 합니다움직이말고 가만히 계시면 도움이됩니다그래도 병원은 가보시는것이 좋겠네요
40,항상 명치에 뭐가 걸린듯 답답한 느낌이고 물만 먹어도 토하는 역류성식도염을 달고 삽니다. 매운걸 안먹어도 속이 매운걸 먹은듯 쓰리고 음식을 먹으면 기본 8시간 정도는 더부룩하고 소화가 안됩니다 트름도 자주 하고요. 이렇게 위와 장이 문제가 있을 때는 무슨 병원을 가야하나요? 서울 쪽에 괜찮은 병원 알려주세요. 종합 병원을 가야하나요? 이런 증상들이 익숙해져서 몰랐는데 최근 더 심해져서 도움 받으려고 질문 올립니다. 이 글에 광고성 답글 다시면 3대가 설사나 변비를 달고 사실겁니다. 진지하고 솔직한 답변 부탁드립니다,NA,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.많이 힘드시겠습니다  검사해서 큰이상이 없다고 하면  위산저하증  과민성 대장증상이 의심됩니다꾸준한 치료가 필요합니다밀가루 우유 계란 단거 인스턴트 식품섭취를 끊고 섬유질이 풍부한 야채섭취를 충분히 하시는게 좋고따뜻한거 드셔야 합니다 잠은 잘주무시나요?
41,몸에 뭐 가 났는데,팔에 비비탄총알 박힌 것 같이 뭐가 볼록하게 닜는데 뭘까요외적으로는 티는 안나고 만지만 좀 볼록해요 누르면 그냥 멍든거같은느낌이에요 많이 아프지는 않고요몇년 된거같은데 이거 뭘까요;;;,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.사진을 하나 올려주셨으면 좋았을걸요  피부에 생긴  양성종양으로 생각됩니다  피부섬유종이 의심됩니다
42,열 없이 열감,"안녕하세요3일 전에 일하다가 열이 나는 것 같다고 생각했는데 36.9도 였어요. 온도와 무관하게 이마 만져보면 따끈한 느낌이었고요. 어제는 또 괜찮았는데 오늘 밤부터 갑자기 또 열이 오르는 느낌과 함께 이마가 뜨거워요. 온도 재보니까 36.2도로 정상체온인데 요즘 왜 이렇게 열 없이 열감이 느껴질까요?혹시 코로나일까봐 염려되는데 기침이나 구토, 설사는 일절 없어요. 두통은 워낙 편두통이 심하고 콧물은 가끔 물처럼 잠깐 났다가 마는데 이건 비염이라 그런 거 같고요...곧 생리하는 기간이긴 한데 이게 열감에 원인이 되나요? 제가 알기로 생리할 때쯤 되면 기초온도가 올라간다는데 전 올라간 것도 아니고 일시적 (한 30분-1시간 안되는) 으로 열감이 느껴지는데 열 없는 열감의 원인이 뭔가요?",안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.아직 임상적으로 정확하게 밝혀진것은 없는데  컨디션이 좀 안좋을때  이런느낌을 많이 호소하십니다
