,Title,Question,Answer
10,며칠전부터 오른쪽 머리 정수리쪽이 칼로 쿡쿡 찌르는것과 같이 아프고 귓속 통로가 너무 아파요 특히 이어폰을 꼈을때 더 아파요. 너무아파서 잠도설,며칠전부터 오른쪽 머리 정수리쪽이 칼로 쿡쿡 찌르는것과 같이 아프고 귓속 통로가 너무 아파요 특히 이어폰을 꼈을때 더 아파요. 너무아파서 잠도설치고 있습니다 ㅠㅠ,"안녕하세요. 하이닥-네이버 지식iN 상담의 박종원 입니다.우측 정수리와 귀가 통증이 심하군요질문자님의 경우는 대이개신경과 소후두신경이 같이 압박되어 있는 경우라서치료가 어렵지는 않습니다.두 신경 모두 흉쇄유돌기근에 의해 주로 압박됩니다.보통은 주사치료를 포함해서 물리치료,도수치료 등을 흔하게 합니다.엑스레이를 찍어보면경추직선화(일자목) 또는 경추 배열의 부정렬소견이 관찰됩니다.신경과에 방문해 보시는 것이 도움이 되고직접 치료를 받아보시길 바랍니다."
11,손가락이 화상입은거 처럼,4번째손가락이랑 3번째 손가락 닫는곳이 막 화상 입은거 처럼 따가워요 뜨겁고 손에 다면 따가워요 암것도 한게 없는디 왜 그런걸 까요,"안녕하세요. 하이닥-네이버 지식iN 상담의 박종원 입니다.3,4번 손가락의 공통점은 정중신경의 지배를 받는손가락입니다.주로 손목에서 신경이 눌릴 수 있는데확률상으로는 엄지나 검지의 증상이 더 흔합니다.증상이 지속되면신경과에 방문해 보시는 것이 도움이 되고직접 치료를 받아보시길 바랍니다."
12,허벅지 지방흡입 후,허벅지 지방흡입 5일차 입니다..압박복은 쭉 24시간 착용햇구요..근데 혈액순환이 안되서그런지 정말 너무너무 붓네요손으로 살을 꾹 눌리면 눌릴정도로 부어요원래 5일차되면 이렇게 붓나요..??? 코끼리다리마냥 ㅠㅠ압박복은 붓기 빠질때까지 벗고잇어도 되나요ㅠㅠ,"안녕하세요. 성형외과 전문의 조건 원장입니다.​5일째면 아직 붓기가 있을 수 있는 시기입니다.​너무 저리거나 혈액순환이 잘 안된다면 잠깐 벗었다 다시 입으셔도 됩니다.​사진이 있으면 좀 더 자세한 상담이 가능합니다.​http://m.cafe.naver.com/cornerroom방구석 성형외과 : 네이버 카페성형에 대해 편하게 질문해 주세요. 성형외과 전문의 조 건이 직접 답변드립니다.<쌍커풀, 코, 이마축소>m.cafe.naver.comhttp://m.blog.naver.com/psdr1130방구석 성형외과 : 네이버 블로그성형외과 전문의 조 건 원장입니다. 성형에 관한 진솔한 이야기를 들려 드립니다.  카페를 개설했습니다. 질문 남겨주시면 직접 답변해드립니다. https://cafe.naver.com/cornerroomm.blog.naver.com성형수술에 대해 제가 직접 개설한 카페입니다.​추가로 궁금한 사항이 있으시면 카페에 질문을 올려주세요.​성심성의껏 답변드리겠습니다. 감사합니다."
13,코수술후 교통사고가 났어요.1월달에 수술해서 수술한지 8개월 차 입니다.제 코부분을 앞 좌석부분에 세게 박았어요.박자마자 코가 욱씬하고 붉어지더니 성형 처음 했을때붓기정도로 붓더라구요.병원 갈 마음으로 근처 응급실 내원했으나응급실에서는 심해보이지는 않고원하면 ct찍어줄 수 있으나 ct로도 확인이 어려울 수도 있다 라며확신을 주지 못해 그대로 집으로 돌아온 상태입니다.하...지금은 또 괜찮은데나중에 부작용 올까봐 너무 걱정됩니다.ct찍어도 실리콘이 잘못 됫는지 안보이나요 ?혹시나 실리콘이 터지면 어떤 증상이 나타나나요 ?,NA,"안녕하세요. 하이닥-네이버 지식iN 상담의 조홍규 입니다.​코성형 후 8개월 정도 지난 분으로 택시 내에서 사고로 코를 부딪쳐서 걱정인 분입니다. 많이 부어 올랐다면 코뼈의 골절 등을 의심해 보아야 합니다. CT에서는 보형물은 안보이지만, 뼈의 골절은 진단할 수 있습니다. MRI를 찍는 것이 더 도움이 될 수 있습니다.​수술하신 원장님께 문의하고 직접 진료를 보시기 바랍니다.답변이 도움이 되셨기 바랍니다."
14,긴장성두통,어제 계곡에서 논후에 오늘 아침 일어나니 머리가 너무 어지럽고 아팠습니다예전에 병원가서 어께쪽 마사지를 해서 나아진게 생각나마사지해보니 머리가 맑아졌다가 10분내로 다시 시작됩니다.어떻게해야할까요,"안녕하세요. 하이닥-네이버 지식iN 상담의 오경필 입니다.​두통, 어지럼증에 대해 문의해 주셨네요.​다른 증상, 질환 여부를 알수 없기 때문에 정확한 답변은 어렵습니다.일반적인 경우, 말씀하신 긴장성 두통 외에 편두통 등의 가능성 고려가 필요하지만진찰 결과, 증상 양상에 따라 뇌실질질환, 뇌혈관질환등 가능성도 고려가 필요할 수 있습니다.아래의 소견이 보이는 경우에는위험 두통 가능성이 있으므로 병원 진료 및 뇌영상검사(CT,MRI) 등이 필요할 수 있습니다.​- 새로운 형태의 심한 두통이 갑자기 시작될 때(""이렇게 아프기는 처음이다."" ""망치로 맞은 듯 심한 두통이 갑자기 나타났다."")- 두통이 수일이나 수주에 걸쳐 점차 심해지는 경우- 일반 진통제를 수일 복용하였으나 호전이 없는 경우- 과로, 긴장, 기침, 용변후 또는 성행위 후에 두통이 나타나는 경우- 50세이후 처음으로 두통이 시작되었을때- 구역과 구토가 동반 되고 구토증상이 점차 심해지는 경우- 열이나고 목이 뻣뻣하며, 전신 무기력, 근육통, 관절통 등이 있는 경우- 점차 시력이 떨어지고 팔, 다리에 힘이 없거나 걸을때 균형을 잡기 힘든 경우- 의식수준이 떨어져 혼미하거나 자꾸 졸거나 자려고 하는경우- 과거에 경련 발작을 했던 적이 있거나 머리를 다친후 두통이 발생한 경우- 다른 이유로 항응고제를 사용중인 경우- 임신 중이거나 암으로 치료중인 경우​다른증상이 없다면 진통제 복용을 시도해볼 수 있지만두통은 신경과에서 담당하므로 위의 양상이 보인다면 진료를 권합니다.자세한 병력, 진찰 상태를 알지 못해 정확한 답변 드리지 못하는 점 양해 바라며,도움되시길 바랍니다. 쾌유 바랍니다. 감사합니다.​참고: 대한두통학회"
15,어쩌다 한번씩 방광쪽이 찌릿하고 혈변도 보고 기립성저혈압도 있거든요 어제 티비보니깐 기립성저혈압인데 혈변 보면 대장암 일 수도 있다고 해서 그런건가요.??,NA,안녕하세요. 하이닥-네이버 지식iN 상담의 송슬기 입니다.​혈변 을 본다면 반드시 대장내시경을 해야 합니다.​대장암보다는 치질일 가능성이 높습니다.​답변을 참고하시기 전에1. 온라인 상에서의 답변은 제한적인 정보에 따른 견해로 법적인 책임이 없는 참고 정보로만 고려해주세요.2. 정확한 의학적 검진과 판단은 가까운 병원에 방문하셔서 전문의에게 들으시기 바랍니다
16,가만히 앉아있으면 바닥이 앞이나 뒤로 기울어진 기분이 들때도 있고 그럴때 눈감으면 기울어진 쪽으로 몸이 향하기도 해요 그리고 체육 수행평가에 앞,가만히 앉아있으면 바닥이 앞이나 뒤로 기울어진 기분이 들때도 있고 그럴때 눈감으면 기울어진 쪽으로 몸이 향하기도 해요그리고 체육 수행평가에 앞구르기를 하면 일어서면 어지럼증이 심하게 찾아오는데 이런 거는 어떤 병원에 가서 진단을 받아야 하나요??빈혈은 아니에요,안녕하세요. 하이닥-네이버 지식iN 상담의 강중구 입니다.위의 제한된 내용으로 정확히 판단하기는 어려우나 주로 앉아 있거나 서 있을 때 기울린 느낌이 있다면 근처 신경과에 가셔서 정확한 병력청취 및 원인에 대한 검사를 받아 보시는 것이 좋습니다.
17,고열 (38-39도) 상태인데 응급실 바로 갈 수 있나요? 코로나 검사 안하고 가도 돼요? 아니면 입원 후에 검사 필수 인가요? 지역은 서울입니다,NA,​반갑습니다. 하이닥-네이버 지식iN 상담의사-이비인후과 전문의 최혁기-닥터초이 입니다.영상답변드립니다.감사합니다.  관련해서 더 궁금한 내용은  제 유튜브 채널 '여러분의 닥터초이'를  참고해주시면 좋겠습니다.
18,물먹다가 위가 아파요위가 쥐어짜듯이 아프네요,NA,안녕하세요. 하이닥-네이버 지식iN 상담의 송슬기 입니다.​위경련 증상입니다.​증상 지속시 위내시경 해보세요​답변을 참고하시기 전에 1. 온라인 상에서의 답변은 제한적인 정보에 따른 견해로 법적인 책임이 없는 참고 정보로만 고려해주세요.2. 정확한 의학적 검진과 판단은 가까운 병원에 방문하셔서 전문의에게 들으시기 바랍니다.
19,뇌수막염 증상,"보통의 독감이나 몸살과는 확연히 다른 극심한 두통과 38도 내외의 발열, 오한 등의 증상이 있는데 뇌수막염일 가능성이 있나요? 아니라면 무슨 병명일까요?",안녕하세요. 하이닥-네이버 지식iN 상담의 주재형 입니다.비교적 갑자기 발생한 극심한 두통과 동반되는 고열 증상은 뇌수막염을 의심할 수 있는 증상입니다. 가급적 빨리 종합병원급 신경과 진료를 받아 보시는 것이 좋을 듯 합니다.​
20,안녕하세요 18개월 남아 아기 열성경련에 대해..,엊그제 아기가 열성경련으로..119에 실려가 응급실 갔었어요ㅡ짧게 의식이 돌아오긴 했는데..다음번에 또 그런일이 생길까봐너무 겁이 나네요.열성경련으로 사망한 경우는 없는거지요?앞으로 추가적인 검사는 안해봐도 되는걸까요..혹여라도 미비한 확률로라도 뇌발달에 문제가 생긴 아가가 되거나열성경련이 잦게 발생하는건 아닌지 넘 걱정이 됩니다ㅜㅜ,"초보 부모를 위한 의사 아빠의 육아 상식 사전저자서정호출판길벗발매2020. 01. 02.안녕하세요. 하이닥-네이버 지식iN 상담의 서정호 입니다.​아이의 증상이 일반적인 열성경련의 기준이 맞다고 병원에서 판단했다면, 1-2번 정도는 검사를 하지 않고 지켜 봅니다.​다만 경련 시간이 길거나(15분이상), 열이 없이 경련하거나, 한쪽만 경련하는 등의 비특이적인 증상이라면 초회에도 검사할 수는 있습니다.​걱정이 되신다면 일단 검사가 가능한 병원에서 진료를 보도록 하세요.​열성 경련이 맞다면 이것때문에 발달 지연이 오거나, 다른 문제가 생기는 일은 없으나, 다른 원인에 의한 경우이거나 열성 경련이 아니라면 문제가 될 수는 있습니다.​다음은 제 블로그의 관련 내용입니다. 참조하시기 바랍니다.​<육아상식사전> 열성 경련 대처법 ; 열성 경련이라면 심폐소생술은 NO!<육아상식사전> 열성 경련 대처법 ; 열성 경련이라면 심폐소생술은 NO!​​잊을만하면 보도되는 여...blog.naver.com​"
21,공복혈당이 평소에는 75-88 초반으로 나오는데 갑자기 며칠 전부터 87-98 정도로 나오네요ㅠㅠ 병원에 다시 방문 해야할까요?,NA,안녕하세요. 하이닥-네이버 지식iN 상담의 서민석 입니다.공복혈당 100이하는 정상으로 봅니다. 병원에 가실 필요는 없습니다. 몇일 사이의 혈당 변화는 별로 중요한 의미가 없습니다.
22,갑상샘쪽이 튀어나와있는걸 만져서 알게되었습니다. 육안으로 티가 나지는 않습니다. 그리고 굉장한 피로감을 최근에 느끼고 있습니다. 갑상샘항진증이,갑상샘쪽이 튀어나와있는걸 만져서 알게되었습니다. 육안으로 티가 나지는 않습니다. 그리고 굉장한 피로감을 최근에 느끼고 있습니다. 갑상샘항진증이 의심되는데 병원에 가봐야할까요,"안녕하세요. 하이닥-네이버 지식iN 상담의 홍재웅 입니다.​질문자께서는 갑상선 초음파 검사와 함께 갑상선기능검사 (갑상선 호르몬 검사)를 해보시는 것이 좋겠습니다.​갑상선 초음파 검사를 통하여 갑상선의 구조적인 이상을 확인할 수 있고 (예, 갑상선 종양, 갑상선 암 등)​갑상선기능검사 (갑상선 호르몬 검사)는 혈액 검사로 갑상선 기능 저하증 혹은 항진증을 확인해 볼 수 있겠습니다.​갑상선에 관한 진료가 가능한 가까운 내과나 외과 방문하셔서 진료를 받아보실 것을 권유 드립니다.​답변이 도움이 되었으면 하네요."
23,어지러움 증상,좀전에 고개를 푹 숙였는데 갑자기 핑 어지럽더니 30분이 넘게 아직까지도 너무 어지러워요너무 심해서 헛구역질까지 나는데 왜그런가요?,안녕하세요. 하이닥-네이버 지식iN 상담의 박종원 입니다.심한 어지러움에 구역감이 있다면가장 흔한 진단이이석증입니다.신경과에 가보시면 됩니다.현재 어지러움이 있다면미식거림을 줄이는 진토제와 항히스타민제를처방받으시게 됩니다.또한 진찰상 이상소견이 보이면어지러움에 대한 재활치료 개념의 치료가 있으니받아보시기를 바랍니다.빠른 쾌유를 바랍니다~
24,가슴이아파요,가슴이 생리전에 나타나는 현상처럼찌릿찌릿하면서 아파요 ㅠㅠ 누를때도 아프구요근데 생리하기 12일정도 남았는데 며칠동안자꾸 아프네요뛸때도 계단내려갈때도 너무아파요왜그러는걸까요ㅠㅠ 병원은 어디병원을 가봐야하나요..?,"안녕하세요. 하이닥-네이버 지식iN 상담의 송슬기 입니다.​우선 온팩으로 온찜질 , 부드러운 마사지를 해보세요​달맞이 꽃 종자유 관련 식품도 구입해서 드시고​가장 중요한 것은 생리 시작일 부터 10일 이 경과 한 시점에서 유방통이 지속된다면​생리적 , 즉 호르몬 변화에의한 자연적인 유방통은 아닐 가능성이 높아서​외과 진료를 보셔야 합니다.​답변을 참고하시기 전에1. 온라인 상에서의 답변은 제한적인 정보에 따른 견해로 법적인 책임이 없는 참고 정보로만 고려해주세요.2. 정확한 의학적 검진과 판단은 가까운 병원에 방문하셔서 전문의에게 들으시기 바랍니다."
25,오른쪽 아랫배 진통,새벽부터 오른쪽 아랫배가 콕콕 쑤쉬는 느낌이 들었습니다.근데 잠깐만 이러겠지 했는데 하루내내 글더라구요 지금은 또 않그러는것 같은데 병원을 내일 가봐야할지 아니면 않가도 괜찮은건지 고민입니다. ㅜㅜ,안녕하세요. 하이닥-네이버 지식iN 상담의 송슬기 입니다.​반드시 외과 병원에 방문하여 맹장염인지 감별해야 합니다.​답변을 참고하시기 전에1. 온라인 상에서의 답변은 제한적인 정보에 따른 견해로 법적인 책임이 없는 참고 정보로만 고려해주세요.2. 정확한 의학적 검진과 판단은 가까운 병원에 방문하셔서 전문의에게 들으시기 바랍니다.
26,"예방주사관련 질문드립니다,","보건증갱신하러 보건소에 가니, 성인이 되어서 폐렴주사,A형간염주사를 안맞았다고 해서이번에 맞고왔습니다, 얘길들어보니 한번만 맞으면 영원히 안맞아도 된다고 하더군요,,전 이런걸 잘모르겠어서 그런데 혹시 필수적인 다른 예방접종항목이 있을까요?독감은 1~2년에 한번 맞고, 파상풍은 7년전쯤에 맞은걸로 기억합니다,,,,필히, 주기적으로 맞아야하는 예방접종 아시는거 있으시면 답변부탁드릴게요ㅜ",반갑습니다. 하이닥-네이버 지식iN 상담의사-이비인후과 전문의 최혁기-닥터초이 입니다.영상답변드립니다.감사합니다. 성인 예방접종 관련해서 더 궁금한 내용은  제 유튜브 채널 '여러분의 닥터초이'를  참고해주시면 좋겠습니다.https://youtu.be/HeI5k5mu22k
27,저온화상 치료,겨울에 동상이여서 족욕도하고 건식족욕기도 자주 사용했어요제가 뜨거운 물로 샤워를 1시간정도 거의 매일 했는데요피부가 빨게지고 좀 따갑더라고요그렇게 나둔지 거의 1년이 되어가는데요아직도 따가움은 있어요제때 치료하지 못한거같아요화상단계가 심각한지 알수 있나요?다리손에 따가움증상은 있고물집은 없는데넓은부위에 화상을 입은거같아서심한 화상인지 모르겠네요어느정도 화상인지오래지났는데 병원을 가서 치료받는게 좋을까요피부안쪽까지 심각한 상태인가요ㅜㅜ,"안녕하세요. 하이닥-네이버 지식iN 상담의 김성우 입니다.질문의 설명만으로 잘 알 수가 없습니다.피부가 빨개지고 따가웠다면 1도 화상이나 얕은 2도 화상 정도였을 것으로 보이고,  1년씩 가지는 않습니다.실제 병변을 봐야 답변이 가능할 것 같습니다."
28,폐에 물이 찬것에 대해 질문이 있습니다.,안녕하세요. 저는 해외에서 유학을 하고있는 학생입니다. 근데 며칠전 한국에서 할머니가 수술을 받으셨다는 이야기를 들었습니다. 할머니가 디스크 수술을 받으셨는데 엄마는 제가 걱정할까봐 저에게는 말하지 않고 저희 언니에게만 할머니가 수술을 몇차례 더 받아서 폐에 물이 차 산소호흡기를 쓰고 있다고 말을 했더라구요. 그래서 엄마가 저에게 직접적으로 말을 하지 않았다보니 엄마에겐 여쭤보지 못하고 언니에게더 자세히는 얘기하지 않았더라구요. 할머니의 건강은 걱정이 되고 해외에서 생활을 하고 있다 보니 어떤 상황인지 알지 못합니다. 지금 저희 할머니는 74세 이십니다. 나이 많으신 분이 폐에 물이 차면 생명에 지장이 큰가요? 아니면 많이 심각하지 않은것 인가요? 제발 부탁 드립니다,안녕하세요. 하이닥-네이버 지식iN 상담의 정석현 입니다.어떤 질병이든지 폐에 물이 찼다는 건 생명에 지장이 있을 상황입니다.감사합니다.
29,복부지방흡입하고 4일정도 지났습니다그런데 봉합부위 밑에가 간지럽고 빨개지고 아파요정확하게 뭔지는 모르겠지만 물?같은게 흘러나와서살짝 진물렀는데이게 원래 정상인건가요?이런 현상이 정상적인건지 ㅠ걱정되서요,NA,안녕하세요. 하이닥-네이버 지식iN 상담의 이민철 입니다.​지방 흡입 상처를 통해 지방을 뽑는 케뉼라가 계속해서 들락날락 하기 때문에그 부위 상처가 초기에 짓무르는 경우가 있을 수 있습니다.지흡 상처에서 체액이 흘러 나오는 것은 지극히 정상적인 것입니다.상처 자체의 상태에 대한 체크와 드레싱 방법에 대해서는 수술한 병원에 직접 확인하시기 바랍니다.​좋은 결과 얻으세요.
30,어지럽고 쓰러짐,엄마가 어제 어지러워하셨고 3번이나 쓰러지셔서 멍도 들었는데 병원 무슨 과 가봐야 하나요 가끔 가슴이 답답하다고 하시고 요즘 힘도 없으셔서 거의 하루종일 누워계세요 머리도 가끔 아프시대요 큰 병인가요??,안녕하세요. 하이닥-네이버 지식iN 상담의 박종원 입니다.어지러워하며 쓰러지셨다면일단은 신경과를 가보시게 되고진찰상 뇌병변의 징후가 없다면순차적으로 내과적인 검사 등을 권유받으시게 됩니다.신경과가 아니더라도병원을 우선적으로 모시고 가보셔야될 상황입니다.
31,관자놀이 쪽이 아파요,제가 가끔 관자놀이쪽 머리가 바늘보단 두꺼운 드라이버? 같은걸로 쿡쿡 찌르는 느낌이 나거든요 한번 아프면 10초? 동안 쿡쿡쿡쿡쿡 하는 느낌 들어요 근데 오른쪽 마리만 아파요 왜 아픈건가요??,"안녕하세요. 하이닥-네이버 지식iN 상담의 오경필 입니다.​관자놀이주변 통증에 대해 문의해 주셨네요.​말씀하신 내용만을 본다면, 원발찌름두통, 삼차신경통, 편두통, 긴장성두통 등 가능성 고려가 필요하지만진찰 결과, 증상 양상에 따라 대상포진, 뇌실질질환, 뇌혈관질환등 가능성도 고려가 필요할 수 있습니다.증상이 반복되거나 진통제에 반응 없이 지속되는 경우 진료를 권합니다.이러한 증상, 질환은 신경과에서 담당하므로 참고 바랍니다.​도움되시기 바랍니다. 감사합니다."
